Species	IMGT.GENE.DB	locus	region	functional	chr.order
Mus musculus functional	IGHV1S56	IGH	V	TRUE	1708
Mus musculus non-functional	IGHV1S57	IGH	V	FALSE	1709
Mus musculus functional	IGHV1S61	IGH	V	TRUE	1710
Mus musculus non-functional	IGHV1S65	IGH	V	FALSE	1711
Mus musculus non-functional	IGHV1S67	IGH	V	FALSE	1712
Mus musculus non-functional	IGHV1S68	IGH	V	FALSE	1713
Mus musculus non-functional	IGHV1S70	IGH	V	FALSE	1714
Mus musculus non-functional	IGHV1S72	IGH	V	FALSE	1715
Mus musculus non-functional	IGHV1S73	IGH	V	FALSE	1716
Mus musculus non-functional	IGHV1S74	IGH	V	FALSE	1717
Mus musculus non-functional	IGHV1S75	IGH	V	FALSE	1718
Mus musculus non-functional	IGHV1S78	IGH	V	FALSE	1719
Mus musculus non-functional	IGHV1S81	IGH	V	FALSE	1720
Mus musculus non-functional	IGHV1S82	IGH	V	FALSE	1721
Mus musculus non-functional	IGHV1S83	IGH	V	FALSE	1722
Mus musculus non-functional	IGHV1S84	IGH	V	FALSE	1723
Mus musculus non-functional	IGHV1S87	IGH	V	FALSE	1724
Mus musculus non-functional	IGHV1S88	IGH	V	FALSE	1725
Mus musculus non-functional	IGHV1S9	IGH	V	FALSE	1726
Mus musculus non-functional	IGHV1S92	IGH	V	FALSE	1727
Mus musculus non-functional	IGHV1S95	IGH	V	FALSE	1728
Mus musculus non-functional	IGHV1S96	IGH	V	FALSE	1729
Mus musculus non-functional	IGHV2-1	IGH	V	FALSE	1730
Mus musculus functional	IGHV2-2	IGH	V	TRUE	1731
Mus musculus non-functional	IGHV2-2-1	IGH	V	FALSE	1732
Mus musculus functional	IGHV2-2-2	IGH	V	TRUE	1733
Mus musculus functional	IGHV2-3	IGH	V	TRUE	1734
Mus musculus functional	IGHV2-3-1	IGH	V	TRUE	1735
Mus musculus functional	IGHV2-4	IGH	V	TRUE	1736
Mus musculus functional	IGHV2-4-1	IGH	V	TRUE	1737
Mus musculus functional	IGHV2-5	IGH	V	TRUE	1738
Mus musculus functional	IGHV2-5-1	IGH	V	TRUE	1739
Mus musculus functional	IGHV2-6	IGH	V	TRUE	1740
Mus musculus functional	IGHV2-6-1	IGH	V	TRUE	1741
Mus musculus functional	IGHV2-6-2	IGH	V	TRUE	1742
Mus musculus functional	IGHV2-6-3	IGH	V	TRUE	1743
Mus musculus functional	IGHV2-6-4	IGH	V	TRUE	1744
Mus musculus functional	IGHV2-6-5	IGH	V	TRUE	1745
Mus musculus functional	IGHV2-6-6	IGH	V	TRUE	1746
Mus musculus functional	IGHV2-6-7	IGH	V	TRUE	1747
Mus musculus functional	IGHV2-6-8	IGH	V	TRUE	1748
Mus musculus functional	IGHV2-7	IGH	V	TRUE	1749
Mus musculus non-functional	IGHV2-8	IGH	V	FALSE	1750
Mus musculus functional	IGHV2-9	IGH	V	TRUE	1751
Mus musculus functional	IGHV2-9-1	IGH	V	TRUE	1752
Mus musculus functional	IGHV2S3	IGH	V	TRUE	1753
Mus musculus functional	IGHV3-1	IGH	V	TRUE	1754
Mus musculus functional	IGHV3-2	IGH	V	TRUE	1755
Mus musculus functional	IGHV3-3	IGH	V	TRUE	1756
Mus musculus functional	IGHV3-4	IGH	V	TRUE	1757
Mus musculus functional	IGHV3-5	IGH	V	TRUE	1758
Mus musculus functional	IGHV3-6	IGH	V	TRUE	1759
Mus musculus non-functional	IGHV3-7	IGH	V	FALSE	1760
Mus musculus functional	IGHV3-8	IGH	V	TRUE	1761
Mus musculus functional	IGHV3S1	IGH	V	TRUE	1762
Mus musculus non-functional	IGHV3S7	IGH	V	FALSE	1763
Mus musculus functional	IGHV4-1	IGH	V	TRUE	1764
Mus musculus functional	IGHV4-2	IGH	V	TRUE	1765
Mus musculus non-functional	IGHV5-1	IGH	V	FALSE	1766
Mus musculus non-functional	IGHV5-10	IGH	V	FALSE	1767
Mus musculus non-functional	IGHV5-10-1	IGH	V	FALSE	1768
Mus musculus non-functional	IGHV5-10-2	IGH	V	FALSE	1769
Mus musculus non-functional	IGHV5-11	IGH	V	FALSE	1770
Mus musculus non-functional	IGHV5-11-1	IGH	V	FALSE	1771
Mus musculus non-functional	IGHV5-11-2	IGH	V	FALSE	1772
Mus musculus functional	IGHV5-12	IGH	V	TRUE	1773
Mus musculus functional	IGHV5-12-1	IGH	V	TRUE	1774
Mus musculus functional	IGHV5-12-2	IGH	V	TRUE	1775
Mus musculus non-functional	IGHV5-12-3	IGH	V	FALSE	1776
Mus musculus functional	IGHV5-12-4	IGH	V	TRUE	1777
Mus musculus non-functional	IGHV5-13	IGH	V	FALSE	1778
Mus musculus non-functional	IGHV5-13-1	IGH	V	FALSE	1779
Mus musculus functional	IGHV5-15	IGH	V	TRUE	1780
Mus musculus functional	IGHV5-16	IGH	V	TRUE	1781
Mus musculus functional	IGHV5-17	IGH	V	TRUE	1782
Mus musculus non-functional	IGHV5-18	IGH	V	FALSE	1783
Mus musculus non-functional	IGHV5-19	IGH	V	FALSE	1784
Mus musculus functional	IGHV5-2	IGH	V	TRUE	1785
Mus musculus non-functional	IGHV5-21	IGH	V	FALSE	1786
Mus musculus non-functional	IGHV5-3	IGH	V	FALSE	1787
Mus musculus functional	IGHV5-4	IGH	V	TRUE	1788
Mus musculus non-functional	IGHV5-5	IGH	V	FALSE	1789
Mus musculus non-functional	IGHV5-5-1	IGH	V	FALSE	1790
Mus musculus functional	IGHV5-6	IGH	V	TRUE	1791
Mus musculus functional	IGHV5-6-1	IGH	V	TRUE	1792
Mus musculus functional	IGHV5-6-2	IGH	V	TRUE	1793
Mus musculus functional	IGHV5-6-3	IGH	V	TRUE	1794
Mus musculus functional	IGHV5-6-4	IGH	V	TRUE	1795
Mus musculus functional	IGHV5-6-5	IGH	V	TRUE	1796
Mus musculus functional	IGHV5-6-6	IGH	V	TRUE	1797
Mus musculus non-functional	IGHV5-7	IGH	V	FALSE	1798
Mus musculus non-functional	IGHV5-7-1	IGH	V	FALSE	1799
Mus musculus non-functional	IGHV5-7-2	IGH	V	FALSE	1800
Mus musculus non-functional	IGHV5-7-3	IGH	V	FALSE	1801
Mus musculus non-functional	IGHV5-7-4	IGH	V	FALSE	1802
Mus musculus non-functional	IGHV5-7-5	IGH	V	FALSE	1803
Mus musculus non-functional	IGHV5-7-6	IGH	V	FALSE	1804
Mus musculus non-functional	IGHV5-8	IGH	V	FALSE	1805
Mus musculus non-functional	IGHV5-8-1	IGH	V	FALSE	1806
Mus musculus non-functional	IGHV5-8-2	IGH	V	FALSE	1807
Mus musculus non-functional	IGHV5-8-3	IGH	V	FALSE	1808
Mus musculus functional	IGHV5-9	IGH	V	TRUE	1809
Mus musculus functional	IGHV5-9-1	IGH	V	TRUE	1810
Mus musculus functional	IGHV5-9-2	IGH	V	TRUE	1811
Mus musculus functional	IGHV5-9-3	IGH	V	TRUE	1812
Mus musculus functional	IGHV5-9-4	IGH	V	TRUE	1813
Mus musculus functional	IGHV5-9-5	IGH	V	TRUE	1814
Mus musculus non-functional	IGHV5S12	IGH	V	FALSE	1815
Mus musculus non-functional	IGHV5S21	IGH	V	FALSE	1816
Mus musculus non-functional	IGHV5S24	IGH	V	FALSE	1817
Mus musculus functional	IGHV5S4	IGH	V	TRUE	1818
Mus musculus functional	IGHV5S9	IGH	V	TRUE	1819
Mus musculus non-functional	IGHV6-1	IGH	V	FALSE	1820
Mus musculus non-functional	IGHV6-1-1	IGH	V	FALSE	1821
Mus musculus non-functional	IGHV6-2	IGH	V	FALSE	1822
Mus musculus functional	IGHV6-3	IGH	V	TRUE	1823
Mus musculus functional	IGHV6-4	IGH	V	TRUE	1824
Mus musculus functional	IGHV6-5	IGH	V	TRUE	1825
Mus musculus functional	IGHV6-6	IGH	V	TRUE	1826
Mus musculus functional	IGHV6-7	IGH	V	TRUE	1827
Mus musculus non-functional	IGHV6S2	IGH	V	FALSE	1828
Mus musculus non-functional	IGHV6S3	IGH	V	FALSE	1829
Mus musculus non-functional	IGHV6S4	IGH	V	FALSE	1830
Mus musculus functional	IGHV7-1	IGH	V	TRUE	1831
Mus musculus functional	IGHV7-2	IGH	V	TRUE	1832
Mus musculus functional	IGHV7-3	IGH	V	TRUE	1833
Mus musculus functional	IGHV7-4	IGH	V	TRUE	1834
Mus musculus non-functional	IGHV8-1	IGH	V	FALSE	1835
Mus musculus non-functional	IGHV8-10	IGH	V	FALSE	1836
Mus musculus functional	IGHV8-11	IGH	V	TRUE	1837
Mus musculus functional	IGHV8-12	IGH	V	TRUE	1838
Mus musculus non-functional	IGHV8-13	IGH	V	FALSE	1839
Mus musculus non-functional	IGHV8-14	IGH	V	FALSE	1840
Mus musculus non-functional	IGHV8-15	IGH	V	FALSE	1841
Mus musculus non-functional	IGHV8-16	IGH	V	FALSE	1842
Mus musculus non-functional	IGHV8-2	IGH	V	FALSE	1843
Mus musculus non-functional	IGHV8-3	IGH	V	FALSE	1844
Mus musculus functional	IGHV8-4	IGH	V	TRUE	1845
Mus musculus functional	IGHV8-5	IGH	V	TRUE	1846
Mus musculus functional	IGHV8-6	IGH	V	TRUE	1847
Mus musculus non-functional	IGHV8-7	IGH	V	FALSE	1848
Mus musculus functional	IGHV8-8	IGH	V	TRUE	1849
Mus musculus non-functional	IGHV8-8-1	IGH	V	FALSE	1850
Mus musculus non-functional	IGHV8-9	IGH	V	FALSE	1851
Mus musculus non-functional	IGHV8S1	IGH	V	FALSE	1852
Mus musculus non-functional	IGHV8S2	IGH	V	FALSE	1853
Mus musculus non-functional	IGHV8S6	IGH	V	FALSE	1854
Mus musculus non-functional	IGHV8S9	IGH	V	FALSE	1855
Mus musculus functional	IGHV9-1	IGH	V	TRUE	1856
Mus musculus functional	IGHV9-2	IGH	V	TRUE	1857
Mus musculus functional	IGHV9-2-1	IGH	V	TRUE	1858
Mus musculus functional	IGHV9-3	IGH	V	TRUE	1859
Mus musculus functional	IGHV9-3-1	IGH	V	TRUE	1860
Mus musculus functional	IGHV9-4	IGH	V	TRUE	1861
Mus musculus functional	IGHV9S7	IGH	V	TRUE	1862
Mus musculus functional	IGHV9S8	IGH	V	TRUE	1863
Mus musculus functional	IGKJ1	IGK	J	TRUE	1864
Mus musculus functional	IGKJ2	IGK	J	TRUE	1865
Mus musculus non-functional	IGKJ3	IGK	J	FALSE	1866
Mus musculus functional	IGKJ4	IGK	J	TRUE	1867
Mus musculus functional	IGKJ5	IGK	J	TRUE	1868
Mus musculus non-functional	IGKV1-108	IGK	V	FALSE	1869
Mus musculus functional	IGKV1-110	IGK	V	TRUE	1870
Mus musculus non-functional	IGKV1-115	IGK	V	FALSE	1871
Mus musculus functional	IGKV1-117	IGK	V	TRUE	1872
Mus musculus functional	IGKV1-122	IGK	V	TRUE	1873
Mus musculus non-functional	IGKV1-131	IGK	V	FALSE	1874
Mus musculus functional	IGKV1-132	IGK	V	TRUE	1875
Mus musculus functional	IGKV1-133	IGK	V	TRUE	1876
Mus musculus functional	IGKV1-135	IGK	V	TRUE	1877
Mus musculus non-functional	IGKV1-136	IGK	V	FALSE	1878
Mus musculus non-functional	IGKV1-35	IGK	V	FALSE	1879
Mus musculus functional	IGKV1-88	IGK	V	TRUE	1880
Mus musculus functional	IGKV1-99	IGK	V	TRUE	1881
Mus musculus non-functional	IGKV1/OR16-1	IGK	V	FALSE	1882
Mus musculus non-functional	IGKV1/OR19-1	IGK	V	FALSE	1883
Mus musculus non-functional	IGKV1/OR6-1	IGK	V	FALSE	1884
Mus musculus functional	IGKV10-94	IGK	V	TRUE	1885
Mus musculus functional	IGKV10-95	IGK	V	TRUE	1886
Mus musculus functional	IGKV10-96	IGK	V	TRUE	1887
Mus musculus non-functional	IGKV11-106	IGK	V	FALSE	1888
Mus musculus non-functional	IGKV11-114	IGK	V	FALSE	1889
Mus musculus non-functional	IGKV11-118	IGK	V	FALSE	1890
Mus musculus functional	IGKV11-125	IGK	V	TRUE	1891
Mus musculus functional	IGKV12-38	IGK	V	TRUE	1892
Mus musculus non-functional	IGKV12-40	IGK	V	FALSE	1893
Mus musculus functional	IGKV12-41	IGK	V	TRUE	1894
Mus musculus non-functional	IGKV12-42	IGK	V	FALSE	1895
Mus musculus functional	IGKV12-44	IGK	V	TRUE	1896
Mus musculus functional	IGKV12-46	IGK	V	TRUE	1897
Mus musculus non-functional	IGKV12-47	IGK	V	FALSE	1898
Mus musculus non-functional	IGKV12-49	IGK	V	FALSE	1899
Mus musculus non-functional	IGKV12-66	IGK	V	FALSE	1900
Mus musculus non-functional	IGKV12-67	IGK	V	FALSE	1901
Mus musculus functional	IGKV12-89	IGK	V	TRUE	1902
Mus musculus functional	IGKV12-98	IGK	V	TRUE	1903
Mus musculus functional	IGKV12-e	IGK	V	TRUE	1904
Mus musculus non-functional	IGKV13-54-1	IGK	V	FALSE	1905
Mus musculus non-functional	IGKV13-55-1	IGK	V	FALSE	1906
Mus musculus non-functional	IGKV13-56-1	IGK	V	FALSE	1907
Mus musculus non-functional	IGKV13-57-1	IGK	V	FALSE	1908
Mus musculus non-functional	IGKV13-57-2	IGK	V	FALSE	1909
Mus musculus non-functional	IGKV13-61-1	IGK	V	FALSE	1910
Mus musculus non-functional	IGKV13-62-1	IGK	V	FALSE	1911
Mus musculus non-functional	IGKV13-64	IGK	V	FALSE	1912
Mus musculus non-functional	IGKV13-71-1	IGK	V	FALSE	1913
Mus musculus non-functional	IGKV13-73-1	IGK	V	FALSE	1914
Mus musculus non-functional	IGKV13-74-1	IGK	V	FALSE	1915
Mus musculus non-functional	IGKV13-76	IGK	V	FALSE	1916
Mus musculus non-functional	IGKV13-78-1	IGK	V	FALSE	1917
Mus musculus non-functional	IGKV13-80-1	IGK	V	FALSE	1918
Mus musculus non-functional	IGKV13-82	IGK	V	FALSE	1919
Mus musculus functional	IGKV13-84	IGK	V	TRUE	1920
Mus musculus functional	IGKV13-85	IGK	V	TRUE	1921
Mus musculus non-functional	IGKV13-87	IGK	V	FALSE	1922
Mus musculus non-functional	IGKV13-89-1	IGK	V	FALSE	1923
Mus musculus functional	IGKV14-100	IGK	V	TRUE	1924
Mus musculus functional	IGKV14-111	IGK	V	TRUE	1925
Mus musculus non-functional	IGKV14-118-1	IGK	V	FALSE	1926
Mus musculus non-functional	IGKV14-118-2	IGK	V	FALSE	1927
Mus musculus functional	IGKV14-126	IGK	V	TRUE	1928
Mus musculus non-functional	IGKV14-126-1	IGK	V	FALSE	1929
Mus musculus functional	IGKV14-130	IGK	V	TRUE	1930
Mus musculus non-functional	IGKV14-134-1	IGK	V	FALSE	1931
Mus musculus non-functional	IGKV14/OR16-2	IGK	V	FALSE	1932
Mus musculus non-functional	IGKV14/OR6-2	IGK	V	FALSE	1933
Mus musculus non-functional	IGKV14/OR6-3	IGK	V	FALSE	1934
Mus musculus non-functional	IGKV15-101	IGK	V	FALSE	1935
Mus musculus non-functional	IGKV15-101-1	IGK	V	FALSE	1936
Mus musculus non-functional	IGKV15-102	IGK	V	FALSE	1937
Mus musculus non-functional	IGKV15-103	IGK	V	FALSE	1938
Mus musculus non-functional	IGKV15-97	IGK	V	FALSE	1939
Mus musculus functional	IGKV16-104	IGK	V	TRUE	1940
Mus musculus functional	IGKV17-121	IGK	V	TRUE	1941
Mus musculus functional	IGKV17-127	IGK	V	TRUE	1942
Mus musculus non-functional	IGKV17-134	IGK	V	FALSE	1943
Mus musculus non-functional	IGKV17/OR16-3	IGK	V	FALSE	1944
Mus musculus non-functional	IGKV17/OR19-2	IGK	V	FALSE	1945
Mus musculus functional	IGKV18-36	IGK	V	TRUE	1946
Mus musculus functional	IGKV19-93	IGK	V	TRUE	1947
Mus musculus non-functional	IGKV2-105	IGK	V	FALSE	1948
Mus musculus non-functional	IGKV2-107	IGK	V	FALSE	1949
Mus musculus functional	IGKV2-109	IGK	V	TRUE	1950
Mus musculus functional	IGKV2-112	IGK	V	TRUE	1951
Mus musculus non-functional	IGKV2-113	IGK	V	FALSE	1952
Mus musculus non-functional	IGKV2-116	IGK	V	FALSE	1953
Mus musculus functional	IGKV2-137	IGK	V	TRUE	1954
Mus musculus non-functional	IGKV2-93-1	IGK	V	FALSE	1955
Mus musculus non-functional	IGKV2-95-1	IGK	V	FALSE	1956
Mus musculus non-functional	IGKV2-95-2	IGK	V	FALSE	1957
Mus musculus functional	IGKV2-a	IGK	V	TRUE	1958
Mus musculus non-functional	IGKV2-f	IGK	V	FALSE	1959
Mus musculus functional	IGKV20-101-2	IGK	V	TRUE	1960
Mus musculus functional	IGKV3-1	IGK	V	TRUE	1961
Mus musculus functional	IGKV3-10	IGK	V	TRUE	1962
Mus musculus non-functional	IGKV3-11	IGK	V	FALSE	1963
Mus musculus functional	IGKV3-12	IGK	V	TRUE	1964
Mus musculus non-functional	IGKV3-12-1	IGK	V	FALSE	1965
Mus musculus functional	IGKV3-2	IGK	V	TRUE	1966
Mus musculus functional	IGKV3-3	IGK	V	TRUE	1967
Mus musculus functional	IGKV3-4	IGK	V	TRUE	1968
Mus musculus functional	IGKV3-5	IGK	V	TRUE	1969
Mus musculus non-functional	IGKV3-6	IGK	V	FALSE	1970
Mus musculus functional	IGKV3-7	IGK	V	TRUE	1971
Mus musculus non-functional	IGKV3-8	IGK	V	FALSE	1972
Mus musculus functional	IGKV3-9	IGK	V	TRUE	1973
Mus musculus functional	IGKV4-50	IGK	V	TRUE	1974
Mus musculus functional	IGKV4-51	IGK	V	TRUE	1975
Mus musculus non-functional	IGKV4-52	IGK	V	FALSE	1976
Mus musculus functional	IGKV4-53	IGK	V	TRUE	1977
Mus musculus non-functional	IGKV4-54	IGK	V	FALSE	1978
Mus musculus functional	IGKV4-55	IGK	V	TRUE	1979
Mus musculus non-functional	IGKV4-56	IGK	V	FALSE	1980
Mus musculus functional	IGKV4-57	IGK	V	TRUE	1981
Mus musculus functional	IGKV4-57-1	IGK	V	TRUE	1982
Mus musculus functional	IGKV4-58	IGK	V	TRUE	1983
Mus musculus functional	IGKV4-59	IGK	V	TRUE	1984
Mus musculus non-functional	IGKV4-60	IGK	V	FALSE	1985
Mus musculus functional	IGKV4-61	IGK	V	TRUE	1986
Mus musculus non-functional	IGKV4-62	IGK	V	FALSE	1987
Mus musculus functional	IGKV4-63	IGK	V	TRUE	1988
Mus musculus non-functional	IGKV4-65	IGK	V	FALSE	1989
Mus musculus functional	IGKV4-68	IGK	V	TRUE	1990
Mus musculus functional	IGKV4-69	IGK	V	TRUE	1991
Mus musculus functional	IGKV4-70	IGK	V	TRUE	1992
Mus musculus functional	IGKV4-71	IGK	V	TRUE	1993
Mus musculus functional	IGKV4-72	IGK	V	TRUE	1994
Mus musculus functional	IGKV4-73	IGK	V	TRUE	1995
Mus musculus functional	IGKV4-74	IGK	V	TRUE	1996
Mus musculus non-functional	IGKV4-75	IGK	V	FALSE	1997
Mus musculus non-functional	IGKV4-77	IGK	V	FALSE	1998
Mus musculus functional	IGKV4-78	IGK	V	TRUE	1999
Mus musculus functional	IGKV4-79	IGK	V	TRUE	2000
Mus musculus functional	IGKV4-80	IGK	V	TRUE	2001
Mus musculus functional	IGKV4-81	IGK	V	TRUE	2002
Mus musculus non-functional	IGKV4-83	IGK	V	FALSE	2003
Mus musculus functional	IGKV4-86	IGK	V	TRUE	2004
Mus musculus functional	IGKV4-90	IGK	V	TRUE	2005
Mus musculus functional	IGKV4-91	IGK	V	TRUE	2006
Mus musculus functional	IGKV4-92	IGK	V	TRUE	2007
Mus musculus functional	IGKV5-37	IGK	V	TRUE	2008
Mus musculus functional	IGKV5-39	IGK	V	TRUE	2009
Mus musculus non-functional	IGKV5-40-1	IGK	V	FALSE	2010
Mus musculus functional	IGKV5-43	IGK	V	TRUE	2011
Mus musculus functional	IGKV5-45	IGK	V	TRUE	2012
Mus musculus functional	IGKV5-48	IGK	V	TRUE	2013
Mus musculus non-functional	IGKV6-13	IGK	V	FALSE	2014
Mus musculus functional	IGKV6-14	IGK	V	TRUE	2015
Mus musculus functional	IGKV6-15	IGK	V	TRUE	2016
Mus musculus functional	IGKV6-17	IGK	V	TRUE	2017
Mus musculus functional	IGKV6-20	IGK	V	TRUE	2018
Mus musculus functional	IGKV6-23	IGK	V	TRUE	2019
Mus musculus functional	IGKV6-25	IGK	V	TRUE	2020
Mus musculus functional	IGKV6-29	IGK	V	TRUE	2021
Mus musculus functional	IGKV6-32	IGK	V	TRUE	2022
Mus musculus functional	IGKV6-b	IGK	V	TRUE	2023
Mus musculus functional	IGKV6-c	IGK	V	TRUE	2024
Mus musculus functional	IGKV6-d	IGK	V	TRUE	2025
Mus musculus functional	IGKV7-33	IGK	V	TRUE	2026
Mus musculus functional	IGKV8-16	IGK	V	TRUE	2027
Mus musculus non-functional	IGKV8-18	IGK	V	FALSE	2028
Mus musculus functional	IGKV8-19	IGK	V	TRUE	2029
Mus musculus functional	IGKV8-21	IGK	V	TRUE	2030
Mus musculus non-functional	IGKV8-22	IGK	V	FALSE	2031
Mus musculus non-functional	IGKV8-23-1	IGK	V	FALSE	2032
Mus musculus functional	IGKV8-24	IGK	V	TRUE	2033
Mus musculus non-functional	IGKV8-26	IGK	V	FALSE	2034
Mus musculus functional	IGKV8-27	IGK	V	TRUE	2035
Mus musculus functional	IGKV8-28	IGK	V	TRUE	2036
Mus musculus functional	IGKV8-30	IGK	V	TRUE	2037
Mus musculus non-functional	IGKV8-31	IGK	V	FALSE	2038
Mus musculus functional	IGKV8-34	IGK	V	TRUE	2039
Mus musculus non-functional	IGKV9-119	IGK	V	FALSE	2040
Mus musculus functional	IGKV9-120	IGK	V	TRUE	2041
Mus musculus functional	IGKV9-123	IGK	V	TRUE	2042
Mus musculus functional	IGKV9-124	IGK	V	TRUE	2043
Mus musculus non-functional	IGKV9-128	IGK	V	FALSE	2044
Mus musculus non-functional	IGKV9-129	IGK	V	FALSE	2045
Mus musculus functional	IGLJ1	IGL	J	TRUE	2046
Mus musculus functional	IGLJ2	IGL	J	TRUE	2047
Mus musculus functional	IGLJ3	IGL	J	TRUE	2048
Mus musculus non-functional	IGLJ3P	IGL	J	FALSE	2049
Mus musculus non-functional	IGLJ4	IGL	J	FALSE	2050
Mus musculus functional	IGLV1	IGL	V	TRUE	2051
Mus musculus functional	IGLV2	IGL	V	TRUE	2052
Mus musculus functional	IGLV3	IGL	V	TRUE	2053
Mus musculus non-functional	IGLV4	IGL	V	FALSE	2054
Mus musculus non-functional	IGLV5	IGL	V	FALSE	2055
Mus musculus non-functional	IGLV6	IGL	V	FALSE	2056
Mus musculus non-functional	IGLV7	IGL	V	FALSE	2057
Mus musculus non-functional	IGLV8	IGL	V	FALSE	2058
Mus musculus non-functional	TRAJ1	TRA	J	FALSE	2059
Mus musculus functional	TRAJ11	TRA	J	TRUE	2060
Mus musculus functional	TRAJ12	TRA	J	TRUE	2061
Mus musculus functional	TRAJ13	TRA	J	TRUE	2062
Mus musculus non-functional	TRAJ14	TRA	J	FALSE	2063
Mus musculus functional	TRAJ15	TRA	J	TRUE	2064
Mus musculus functional	TRAJ16	TRA	J	TRUE	2065
Mus musculus functional	TRAJ17	TRA	J	TRUE	2066
Mus musculus functional	TRAJ18	TRA	J	TRUE	2067
Mus musculus non-functional	TRAJ19	TRA	J	FALSE	2068
Mus musculus functional	TRAJ2	TRA	J	TRUE	2069
Mus musculus non-functional	TRAJ20	TRA	J	FALSE	2070
Mus musculus functional	TRAJ21	TRA	J	TRUE	2071
Mus musculus functional	TRAJ22	TRA	J	TRUE	2072
Mus musculus functional	TRAJ23	TRA	J	TRUE	2073
Mus musculus functional	TRAJ24	TRA	J	TRUE	2074
Mus musculus non-functional	TRAJ25	TRA	J	FALSE	2075
Mus musculus functional	TRAJ26	TRA	J	TRUE	2076
Mus musculus functional	TRAJ27	TRA	J	TRUE	2077
Mus musculus functional	TRAJ28	TRA	J	TRUE	2078
Mus musculus non-functional	TRAJ29	TRA	J	FALSE	2079
Mus musculus non-functional	TRAJ3	TRA	J	FALSE	2080
Mus musculus functional	TRAJ30	TRA	J	TRUE	2081
Mus musculus functional	TRAJ31	TRA	J	TRUE	2082
Mus musculus functional	TRAJ32	TRA	J	TRUE	2083
Mus musculus functional	TRAJ33	TRA	J	TRUE	2084
Mus musculus functional	TRAJ34	TRA	J	TRUE	2085
Mus musculus functional	TRAJ35	TRA	J	TRUE	2086
Mus musculus non-functional	TRAJ36	TRA	J	FALSE	2087
Mus musculus functional	TRAJ37	TRA	J	TRUE	2088
Mus musculus functional	TRAJ38	TRA	J	TRUE	2089
Mus musculus functional	TRAJ39	TRA	J	TRUE	2090
Mus musculus non-functional	TRAJ4	TRA	J	FALSE	2091
Mus musculus functional	TRAJ40	TRA	J	TRUE	2092
Mus musculus non-functional	TRAJ41	TRA	J	FALSE	2093
Mus musculus functional	TRAJ42	TRA	J	TRUE	2094
Mus musculus functional	TRAJ43	TRA	J	TRUE	2095
Mus musculus non-functional	TRAJ44	TRA	J	FALSE	2096
Mus musculus functional	TRAJ45	TRA	J	TRUE	2097
Mus musculus non-functional	TRAJ46	TRA	J	FALSE	2098
Mus musculus non-functional	TRAJ47	TRA	J	FALSE	2099
Mus musculus functional	TRAJ48	TRA	J	TRUE	2100
Mus musculus functional	TRAJ49	TRA	J	TRUE	2101
Mus musculus functional	TRAJ5	TRA	J	TRUE	2102
Mus musculus functional	TRAJ50	TRA	J	TRUE	2103
Mus musculus non-functional	TRAJ51	TRA	J	FALSE	2104
Mus musculus functional	TRAJ52	TRA	J	TRUE	2105
Mus musculus functional	TRAJ53	TRA	J	TRUE	2106
Mus musculus non-functional	TRAJ54	TRA	J	FALSE	2107
Mus musculus non-functional	TRAJ55	TRA	J	FALSE	2108
Mus musculus functional	TRAJ56	TRA	J	TRUE	2109
Mus musculus functional	TRAJ57	TRA	J	TRUE	2110
Mus musculus functional	TRAJ58	TRA	J	TRUE	2111
Mus musculus non-functional	TRAJ59	TRA	J	FALSE	2112
Mus musculus functional	TRAJ6	TRA	J	TRUE	2113
Mus musculus non-functional	TRAJ60	TRA	J	FALSE	2114
Mus musculus non-functional	TRAJ61	TRA	J	FALSE	2115
Mus musculus non-functional	TRAJ7	TRA	J	FALSE	2116
Mus musculus non-functional	TRAJ8	TRA	J	FALSE	2117
Mus musculus functional	TRAJ9	TRA	J	TRUE	2118
Mus musculus functional	TRAV1	TRA	V	TRUE	2119
Mus musculus functional	TRAV10	TRA	V	TRUE	2120
Mus musculus functional	TRAV10D	TRA	V	TRUE	2121
Mus musculus functional	TRAV10N	TRA	V	TRUE	2122
Mus musculus functional	TRAV11	TRA	V	TRUE	2123
Mus musculus functional	TRAV11D	TRA	V	TRUE	2124
Mus musculus non-functional	TRAV11N	TRA	V	FALSE	2125
Mus musculus functional	TRAV12-1	TRA	V	TRUE	2126
Mus musculus functional	TRAV12-2	TRA	V	TRUE	2127
Mus musculus functional	TRAV12-3	TRA	V	TRUE	2128
Mus musculus non-functional	TRAV12-4	TRA	V	FALSE	2129
Mus musculus functional	TRAV12D-1	TRA	V	TRUE	2130
Mus musculus functional	TRAV12D-2	TRA	V	TRUE	2131
Mus musculus functional	TRAV12D-3	TRA	V	TRUE	2132
Mus musculus functional	TRAV12N-1	TRA	V	TRUE	2133
Mus musculus functional	TRAV12N-2	TRA	V	TRUE	2134
Mus musculus functional	TRAV12N-3	TRA	V	TRUE	2135
Mus musculus functional	TRAV13-1	TRA	V	TRUE	2136
Mus musculus functional	TRAV13-2	TRA	V	TRUE	2137
Mus musculus functional	TRAV13-3	TRA	V	TRUE	2138
Mus musculus functional	TRAV13-4/DV7	TRA	V	TRUE	2139
Mus musculus functional	TRAV13-5	TRA	V	TRUE	2140
Mus musculus functional	TRAV13D-1	TRA	V	TRUE	2141
Mus musculus functional	TRAV13D-2	TRA	V	TRUE	2142
